video_s,motion_px,frame_difference,sharpness,brightness,workout_s,speed_mps,heart_rate_bpm,latitude,longitude,altitude_m,pace_min_km,sensor_conflict,low_motion,stop_candidate,repeated_frame,missing_speed
27.0,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,27.0,0.0,142.97995989283243,40.00027,-104.999595,1604.05,,False,True,True,True,False
27.5,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,27.5,0.0,142.97995989283243,40.00027,-104.999595,1604.05,,False,True,True,True,False
28.0,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,28.0,0.0,142.9990708935528,40.00028,-104.99958,1604.2,,False,True,True,True,False
28.5,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,28.5,0.0,142.9990708935528,40.00028,-104.99958,1604.2,,False,True,True,True,False
29.0,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,29.0,0.0,142.99349975312813,40.00029,-104.999565,1604.35,,False,True,True,True,False
29.5,2.0792585928575136e-06,0.0,1372.0412310326847,102.69236111111111,29.5,0.0,142.99349975312813,40.00029,-104.999565,1604.35,,False,True,True,True,False
30.0,0.9991189241409302,7.2442013888888885,1372.9241717773439,102.69,30.0,2.8,142.96326366201413,40.0003,-104.99955,1604.5,5.952380952380953,False,False,False,False,False
30.5,5.9954023361206055,24.310850694444444,1374.484528548177,102.6237673611111,30.5,2.8,142.96326366201413,40.0003,-104.99955,1604.5,5.952380952380953,False,False,False,False,False
31.0,5.9955291748046875,24.3775,1375.9792575412325,102.53703125,31.0,2.8,142.90845591747976,40.00031,-104.999535,1604.65,5.952380952380953,False,False,False,False,False
31.5,5.995425701141357,24.381649305555555,1375.0807021481362,102.64763888888889,31.5,2.8,142.90845591747976,40.00031,-104.999535,1604.65,5.952380952380953,False,False,False,False,False
32.0,5.995532035827637,24.327100694444443,1373.3867357626834,102.72230902777778,32.0,2.8,142.8292456357267,40.00032,-104.99952,1604.8,5.952380952380953,False,False,False,False,False
32.5,5.995441913604736,24.285104166666667,1372.1643555624878,102.73404513888889,32.5,2.8,142.8292456357267,40.00032,-104.99952,1604.8,5.952380952380953,False,False,False,False,False
33.0,5.995553970336914,24.293142361111112,1373.212123060137,102.73270833333333,33.0,2.8,142.72587723006,40.00033,-104.999505,1604.95,5.952380952380953,False,False,False,False,False
33.5,5.995502948760986,24.362222222222222,1375.2667130928698,102.69729166666667,33.5,2.8,142.72587723006,40.00033,-104.999505,1604.95,5.952380952380953,False,False,False,False,False
34.0,5.995623588562012,24.420833333333334,1378.0498256353683,102.65246527777778,34.0,2.8,142.59866965672,40.00034,-104.99949,1605.1,5.952380952380953,False,False,False,False,False
34.5,5.995480537414551,24.43513888888889,1376.7024840555073,102.75916666666667,34.5,2.8,142.59866965672,40.00034,-104.99949,1605.1,5.952380952380953,False,False,False,False,False
35.0,5.9955549240112305,24.365625,1373.6154808593749,102.82270833333334,35.0,2.8,142.44801543070278,40.00035,-104.999475,1605.25,5.952380952380953,False,False,False,False,False
35.5,5.995447158813477,24.359045138888888,1372.6435913580247,102.84824652777777,35.5,2.8,142.44801543070278,40.00035,-104.999475,1605.25,5.952380952380953,False,False,False,False,False
36.0,5.995431423187256,24.35796875,1372.85263998722,102.87725694444444,36.0,2.8,142.27437941460545,40.00036,-104.99946,1605.4,5.952380952380953,False,False,False,False,False
36.5,5.995517730712891,24.415746527777777,1375.1121318356359,102.77925347222222,36.5,2.8,142.27437941460545,40.00036,-104.99946,1605.4,5.952380952380953,False,False,False,False,False
37.0,5.99558162689209,24.438229166666666,1375.1988963755668,102.72151041666666,37.0,2.8,142.0782973842343,40.00037,-104.999445,1605.55,5.952380952380953,False,False,False,False,False
37.5,5.995494842529297,24.40845486111111,1373.7686088818964,102.80597222222222,37.5,2.8,142.0782973842343,40.00037,-104.999445,1605.55,5.952380952380953,False,False,False,False,False
38.0,5.995509147644043,24.31157986111111,1370.3770388454861,102.83078125,38.0,2.8,141.86037437540082,40.00038,-104.99943,1605.7,5.952380952380953,False,False,False,False,False
38.5,5.995460033416748,24.311041666666668,1371.4829160831403,102.86244791666667,38.5,2.8,141.86037437540082,40.00038,-104.99943,1605.7,5.952380952380953,False,False,False,False,False
39.0,5.995433807373047,24.320711805555554,1371.8547893081477,102.85166666666667,39.0,2.8,141.62128281700768,40.00039,-104.999415,1605.85,5.952380952380953,False,False,False,False,False
39.5,5.995379447937012,24.417413194444446,1373.4533336214793,102.76918402777778,39.5,2.8,141.62128281700768,40.00039,-104.999415,1605.85,5.952380952380953,False,False,False,False,False
40.0,5.995536804199219,24.448645833333334,1372.907600249566,102.77692708333333,40.0,2.8,141.36176045618438,40.0004,-104.9994,1606.0,5.952380952380953,False,False,False,False,False
40.5,5.9954609870910645,24.40888888888889,1372.9144682047527,102.88605902777778,40.5,2.8,141.36176045618438,40.0004,-104.9994,1606.0,5.952380952380953,False,False,False,False,False
41.0,5.9954962730407715,24.340399305555554,1371.6778272325305,102.91038194444444,41.0,2.8,141.08260808187575,40.00041,-104.999385,1606.15,5.952380952380953,False,False,False,False,False
41.5,5.99550199508667,24.335885416666667,1371.577100366211,102.89192708333333,41.5,2.8,141.08260808187575,40.00041,-104.999385,1606.15,5.952380952380953,False,False,False,False,False
42.0,5.992900371551514,24.35578125,1372.3101972113716,102.87302083333333,42.0,2.8,140.7846870539066,40.00042,-104.99937,1606.3,5.952380952380953,False,False,False,False,False
42.5,5.9956464767456055,24.432986111111113,1373.154166954813,102.7534375,42.5,2.8,140.7846870539066,40.00042,-104.99937,1606.3,5.952380952380953,False,False,False,False,False
43.0,5.995495796203613,24.473333333333333,1373.11969674449,102.76913194444444,43.0,2.8,140.46891664514752,40.00043,-104.999355,1606.45,5.952380952380953,False,False,False,False,False
43.5,5.9956207275390625,24.416961805555555,1372.092436086697,102.86019097222223,43.5,2.8,140.46891664514752,40.00043,-104.999355,1606.45,5.952380952380953,False,False,False,False,False
44.0,5.99556303024292,24.354947916666667,1372.013722873264,102.85465277777777,44.0,2.8,140.1362712049826,40.00044,-104.99934,1606.6,5.952380952380953,False,False,False,False,False
44.5,5.995622158050537,24.35654513888889,1370.871961195204,102.84855902777778,44.5,2.8,140.1362712049826,40.00044,-104.99934,1606.6,5.952380952380953,False,False,False,False,False
45.0,5.995539665222168,24.38111111111111,1373.921738483495,102.83050347222222,45.0,0.0,139.7877771528317,40.00045,-104.999325,1606.75,,True,False,False,False,False
45.5,5.995581150054932,24.444427083333334,1375.7692011525849,102.73458333333333,45.5,0.0,139.7877771528317,40.00045,-104.999325,1606.75,,True,False,False,False,False
46.0,5.995543956756592,24.434774305555557,1374.783550617284,102.78279513888889,46.0,0.0,139.4245098110037,40.00046,-104.99931,1606.9,,True,False,False,False,False
46.5,5.995528697967529,24.363055555555555,1370.5422212082851,102.80244791666667,46.5,0.0,139.4245098110037,40.00046,-104.99931,1606.9,,True,False,False,False,False
47.0,5.99552059173584,24.299878472222222,1370.8071316041544,102.8157638888889,47.0,0.0,139.04759008665454,40.00047,-104.999295,1607.05,,True,False,False,False,False
47.5,5.99560546875,24.280086805555555,1368.9362035831405,102.79342013888889,47.5,0.0,139.04759008665454,40.00047,-104.999295,1607.05,,True,False,False,False,False
48.0,5.995537757873535,24.319027777777777,1370.7793920705535,102.75310763888889,48.0,0.0,138.6581810130865,40.00048,-104.99928,1607.2,,True,False,False,False,False
48.5,5.9955549240112305,24.374513888888888,1371.8774084849417,102.67546875,48.5,0.0,138.6581810130865,40.00048,-104.99928,1607.2,,True,False,False,False,False
49.0,5.995582580566406,24.39282986111111,1372.4038020833334,102.7634375,49.0,0.0,138.2574841610626,40.00049,-104.999265,1607.35,,True,False,False,False,False
49.5,5.995696544647217,24.32185763888889,1368.3905117078996,102.8287673611111,49.5,0.0,138.2574841610626,40.00049,-104.999265,1607.35,,True,False,False,False,False
50.0,5.995532035827637,24.29095486111111,1369.1837899061413,102.82666666666667,50.0,2.8,137.8467359312085,40.0005,-104.99925,1607.5,5.952380952380953,False,False,False,False,False
50.5,5.99562931060791,24.280243055555555,1368.376409548611,102.82920138888889,50.5,2.8,137.8467359312085,40.0005,-104.99925,1607.5,5.952380952380953,False,False,False,False,False
51.0,5.995523929595947,24.33890625,1370.6670461697051,102.75168402777778,51.0,2.8,137.42720373894284,40.00051,-104.999235,1607.65,5.952380952380953,False,False,False,False,False
51.5,5.995522499084473,24.384027777777778,1372.2024959442517,102.69598958333333,51.5,2.8,137.42720373894284,40.00051,-104.999235,1607.65,5.952380952380953,False,False,False,False,False
52.0,5.995481491088867,24.36986111111111,1372.7552989535106,102.78835069444445,52.0,2.8,137.0001821037069,40.00052,-104.99922,1607.8,5.952380952380953,False,False,False,False,False
52.5,5.995367050170898,24.287708333333335,1369.4598275414737,102.81918402777778,52.5,2.8,137.0001821037069,40.00052,-104.99922,1607.8,5.952380952380953,False,False,False,False,False
53.0,5.995512962341309,24.252395833333335,1371.407739149004,102.82824652777778,53.0,2.8,136.566988654562,40.00053,-104.999205,1607.95,5.952380952380953,False,False,False,False,False
53.5,5.995454788208008,24.25876736111111,1370.2459906005859,102.81666666666666,53.5,2.8,136.566988654562,40.00053,-104.999205,1607.95,5.952380952380953,False,False,False,False,False
54.0,5.995603561401367,24.340572916666666,1374.537659960636,102.73019097222222,54.0,2.8,136.12896006447895,40.00054,-104.99919,1608.1,5.952380952380953,False,False,False,False,False
54.5,5.995475769042969,24.392847222222223,1375.1149725450307,102.69147569444445,54.5,2.8,136.12896006447895,40.00054,-104.99919,1608.1,5.952380952380953,False,False,False,False,False
55.0,5.995532512664795,24.341059027777778,1372.4857599823376,102.76923611111111,55.0,2.8,135.68744792586511,40.00055,-104.999175,1608.25,5.952380952380953,False,False,False,False,False
55.5,5.995522499084473,24.248159722222223,1371.3497010485992,102.78711805555555,55.5,2.8,135.68744792586511,40.00055,-104.999175,1608.25,5.952380952380953,False,False,False,False,False
56.0,5.995586395263672,24.247569444444444,1373.518641777585,102.78309027777777,56.0,2.8,135.2438145800559,40.00056,-104.99916,1608.4,5.952380952380953,False,False,False,False,False
56.5,5.995638370513916,24.26310763888889,1374.6119112220292,102.79133680555556,56.5,2.8,135.2438145800559,40.00056,-104.99916,1608.4,5.952380952380953,False,False,False,False,False
57.0,5.995686054229736,24.3803125,1375.5658603395061,102.70397569444444,57.0,2.8,134.79942891363865,40.00057,-104.999145,1608.55,5.952380952380953,False,False,False,False,False
57.5,5.995577812194824,24.40873263888889,1378.0034517312886,102.72725694444445,57.5,2.8,134.79942891363865,40.00057,-104.999145,1608.55,5.952380952380953,False,False,False,False,False
58.0,5.995609283447266,24.37949652777778,1377.9658558051212,102.83199652777778,58.0,2.8,134.35566213458085,40.00058,-104.99913,1608.7,5.952380952380953,False,False,False,False,False
58.5,5.995567798614502,24.296423611111113,1375.776751866018,102.77831597222222,58.5,2.8,134.35566213458085,40.00058,-104.99913,1608.7,5.952380952380953,False,False,False,False,False
59.0,5.99558162689209,24.257326388888888,1374.6066632785373,102.77164930555556,59.0,2.8,133.91388354119496,40.00059,-104.999115,1608.85,5.952380952380953,False,False,False,False,False
59.5,5.995553016662598,24.272413194444443,1374.8796592291185,102.74385416666667,59.5,2.8,133.91388354119496,40.00059,-104.999115,1608.85,5.952380952380953,False,False,False,False,False
60.0,5.99559211730957,24.333090277777778,1375.7563148099923,102.60576388888889,60.0,2.8,133.47545629699613,40.0006,-104.9991,1609.0,5.952380952380953,False,False,False,False,False
60.5,5.99556827545166,24.35314236111111,1376.7840836802543,102.63914930555555,60.5,2.8,133.47545629699613,40.0006,-104.9991,1609.0,5.952380952380953,False,False,False,False,False
61.0,5.995464324951172,24.308142361111113,1376.1061836874878,102.7290625,61.0,2.8,133.04173322448923,40.00061,-104.999085,1609.15,5.952380952380953,False,False,False,False,False
61.5,5.995480537414551,24.231822916666665,1375.6972115448375,102.69828125,61.5,2.8,133.04173322448923,40.00061,-104.999085,1609.15,5.952380952380953,False,False,False,False,False
62.0,5.995451927185059,24.235347222222224,1376.6864086730204,102.68661458333334,62.0,2.8,132.61405263086473,40.00062,-104.99907,1609.3,5.952380952380953,False,False,False,False,False
62.5,5.995460033416748,24.294427083333332,1382.5566472291546,102.61704861111112,62.5,2.8,132.61405263086473,40.00062,-104.99907,1609.3,5.952380952380953,False,False,False,False,False
63.0,5.995054721832275,24.388940972222223,1376.6901030080537,102.50901041666667,63.0,2.8,132.19373417848306,40.00063,-104.999055,1609.45,5.952380952380953,False,False,False,False,False
63.5,5.995654106140137,24.399375,1377.1650394600572,102.57907986111111,63.5,2.8,132.19373417848306,40.00063,-104.999055,1609.45,5.952380952380953,False,False,False,False,False
64.0,5.995526313781738,24.372274305555557,1375.1082584442513,102.67107638888889,64.0,2.8,131.7820748128902,40.00064,-104.99904,1609.6,5.952380952380953,False,False,False,False,False
64.5,13.772072792053223,29.056336805555556,1365.2127407214507,102.92220486111111,64.5,2.8,131.7820748128902,40.00064,-104.99904,1609.6,5.952380952380953,False,False,False,False,False
65.0,4.995961666107178,21.23592013888889,1368.7228662829743,102.77510416666667,65.0,2.8,131.3803447609288,40.00065,-104.999025,1609.75,5.952380952380953,False,False,False,False,False
65.5,3.534238430802361e-06,0.003125,1368.6472947482641,102.77475694444445,65.5,2.8,131.3803447609288,40.00065,-104.999025,1609.75,5.952380952380953,False,True,False,True,False
66.0,3.4371537367405836e-06,0.0045138888888888885,1368.7465133026496,102.775,66.0,2.8,130.98978361129323,40.00066,-104.99901,1609.9,5.952380952380953,False,True,False,True,False
66.5,3.143367166558164e-06,0.0035243055555555557,1368.670072134211,102.77449652777777,66.5,2.8,130.98978361129323,40.00066,-104.99901,1609.9,5.952380952380953,False,True,False,True,False
67.0,2.468429102009395e-06,0.0012152777777777778,1368.6518952470942,102.7746701388889,67.0,2.8,130.61159648962237,40.00067,-104.998995,1610.05,5.952380952380953,False,True,False,True,False
67.5,1.5943716107358341e-06,0.0,1368.6518952470942,102.7746701388889,67.5,2.8,130.61159648962237,40.00067,-104.998995,1610.05,5.952380952380953,False,True,False,True,False
68.0,2.37758104049135e-06,1.736111111111111e-05,1368.6517563582054,102.7746875,68.0,2.8,130.2469503399326,40.00068,-104.99898,1610.2,5.952380952380953,False,True,False,True,False
68.5,2.403317239441094e-06,6.944444444444444e-05,1368.6330758026497,102.7746875,68.5,2.8,130.2469503399326,40.00068,-104.99898,1610.2,5.952380952380953,False,True,False,True,False
69.0,0.9991135001182556,7.224600694444445,1369.5101559603465,102.76342013888889,69.0,2.8,129.8969703238652,40.00069,-104.998965,1610.35,5.952380952380953,False,False,False,False,False
69.5,5.995146751403809,24.2190625,1370.7581653886962,102.74303819444444,69.5,2.8,129.8969703238652,40.00069,-104.998965,1610.35,5.952380952380953,False,False,False,False,False
70.0,5.99528169631958,24.228715277777777,1371.8565735918207,102.73970486111111,70.0,2.8,129.56273634885804,40.0007,-104.99895,1610.5,5.952380952380953,False,False,False,False,False
70.5,5.995348930358887,24.213489583333335,1371.9025529800226,102.74173611111111,70.5,2.8,129.56273634885804,40.0007,-104.99895,1610.5,5.952380952380953,False,False,False,False,False
71.0,5.995466232299805,24.2021875,1372.6702251145352,102.7161111111111,71.0,2.8,129.24527973595534,40.00071,-104.998935,1610.65,5.952380952380953,False,False,False,False,False
71.5,5.995359897613525,24.261579861111112,1374.8963841133777,102.60960069444444,71.5,2.8,129.24527973595534,40.00071,-104.998935,1610.65,5.952380952380953,False,False,False,False,False
72.0,5.995288372039795,24.30326388888889,1373.7000584825305,102.64116319444445,72.0,2.8,128.9455800375366,40.00072,-104.99892,1610.8,5.952380952380953,False,False,False,False,False
72.5,5.995431423187256,24.252065972222223,1371.1300067708332,102.73927083333334,72.5,2.8,128.9455800375366,40.00072,-104.99892,1610.8,5.952380952380953,False,False,False,False,False
73.0,5.9954328536987305,24.184461805555557,1370.345030236063,102.74414930555555,73.0,2.8,128.6645620147841,40.00073,-104.998905,1610.95,5.952380952380953,False,False,False,False,False
73.5,5.995476722717285,24.18892361111111,1371.4698851559488,102.72303819444444,73.5,2.8,128.6645620147841,40.00073,-104.998905,1610.95,5.952380952380953,False,False,False,False,False
74.0,5.995316505432129,24.205086805555556,1373.3373114281924,102.70555555555555,74.0,2.8,128.4030927842161,40.00074,-104.99889,1611.1,5.952380952380953,False,False,False,False,False
74.5,5.995312690734863,24.27173611111111,1374.9811623155383,102.60899305555556,74.5,2.8,128.4030927842161,40.00074,-104.99889,1611.1,5.952380952380953,False,False,False,False,False
75.0,5.995171070098877,24.28265625,1372.6882588240258,102.65661458333334,75.0,2.8,128.16197914208928,40.00075,-104.998875,1611.25,5.952380952380953,False,False,False,False,False
75.5,5.995360374450684,24.23546875,1369.901938999807,102.7538888888889,75.5,2.8,128.16197914208928,40.00075,-104.998875,1611.25,5.952380952380953,False,False,False,False,False
76.0,5.995254039764404,24.15980902777778,1371.7512413191432,102.74338541666667,76.0,2.8,127.94196507492734,40.00076,-104.99886,1611.4,5.952380952380953,False,False,False,False,False
76.5,5.99537992477417,24.172552083333333,1370.6947410225573,102.74027777777778,76.5,,127.94196507492734,40.00076,-104.99886,1611.4,,False,False,False,False,True
77.0,5.995298862457275,24.223975694444444,1372.9741683301386,102.70046875,77.0,,127.74372946385684,40.00077,-104.998845,1611.55,,False,False,False,False,True
77.5,5.995431900024414,24.312135416666667,1372.1917700183258,102.624375,77.5,,127.74372946385684,40.00077,-104.998845,1611.55,,False,False,False,False,True
78.0,5.995208740234375,24.306527777777777,1375.874987932822,102.73947916666667,78.0,,127.5678839898339,40.00078,-104.99883,1611.7,,False,False,False,False,True
78.5,5.995302200317383,24.243559027777778,1372.1073032042702,102.76324652777778,78.5,,127.5678839898339,40.00078,-104.99883,1611.7,,False,False,False,False,True
79.0,5.995309829711914,24.218524305555555,1372.6530441379123,102.77909722222222,79.0,2.8,127.41497124622562,40.00079,-104.998815,1611.85,5.952380952380953,False,False,False,False,False
79.5,5.9951910972595215,24.21232638888889,1372.1688069010415,102.77541666666667,79.5,2.8,127.41497124622562,40.00079,-104.998815,1611.85,5.952380952380953,False,False,False,False,False
80.0,5.995440483093262,24.278697916666665,1374.0096906319325,102.70241319444445,80.0,2.8,127.28546306456975,40.0008,-104.9988,1612.0,5.952380952380953,False,False,False,False,False
80.5,5.995222568511963,24.320173611111112,1375.9253045898436,102.64432291666667,80.5,2.8,127.28546306456975,40.0008,-104.9988,1612.0,5.952380952380953,False,False,False,False,False
