video_s,motion_px,frame_difference,sharpness,brightness,workout_s,speed_mps,heart_rate_bpm,latitude,longitude,altitude_m,cadence_spm,running_power_w,spo2_percent,spo2_sample_s,core_temperature_c,core_temperature_source,core_temperature_sample_s,pace_min_km,sensor_conflict,low_motion,stop_candidate,repeated_frame,missing_speed,heart_rate_zone
5.0,9.382819175720215,41.92762152777778,11893.857808591036,134.71826388888888,5.0,1.9,135.0,40.00008533956162,-104.9999670936853,1600.5,158.0,208.0,,,37.81,Simulated external core-temperature sensor,5.0,8.771929824561404,False,False,False,False,False,2.0
5.5,6.98078727722168,40.09925347222222,11067.278227237655,133.57946180555555,5.5,1.9,135.0,40.00008533956162,-104.9999670936853,1600.5,158.0,208.0,,,37.81,Simulated external core-temperature sensor,5.0,8.771929824561404,False,False,False,False,False,2.0
6.0,6.463128089904785,37.6078125,10952.729259367465,132.86828125,6.0,1.9,135.0,40.000102407473946,-104.99996073663638,1600.6,158.0,208.0,,,37.81,Simulated external core-temperature sensor,6.0,8.771929824561404,False,False,False,False,False,2.0
6.5,12.248451232910156,39.85953125,10702.477833274257,134.5253125,6.5,1.9,135.0,40.000102407473946,-104.99996073663638,1600.6,158.0,208.0,,,37.81,Simulated external core-temperature sensor,6.0,8.771929824561404,False,False,False,False,False,2.0
7.0,7.896295547485352,43.548090277777774,10464.001756051975,140.73479166666667,7.0,1.9,135.0,40.00011947538627,-104.99995450073952,1600.7,158.0,208.0,,,37.81,Simulated external core-temperature sensor,7.0,8.771929824561404,False,False,False,False,False,2.0
7.5,6.639908790588379,41.76770833333333,9542.308952425736,138.49128472222222,7.5,1.9,135.0,40.00011947538627,-104.99995450073952,1600.7,158.0,208.0,,,37.81,Simulated external core-temperature sensor,7.0,8.771929824561404,False,False,False,False,False,2.0
8.0,8.984994888305664,35.537447916666665,8716.429156901042,132.32022569444445,8.0,1.9,136.0,40.0001365432986,-104.99994840523638,1600.8,158.0,209.0,,,37.81,Simulated external core-temperature sensor,8.0,8.771929824561404,False,False,False,False,False,2.0
8.5,3.182931900024414,26.19736111111111,8539.20452306104,133.17713541666666,8.5,1.9,136.0,40.0001365432986,-104.99994840523638,1600.8,158.0,209.0,,,37.81,Simulated external core-temperature sensor,8.0,8.771929824561404,False,False,False,False,False,2.0
9.0,3.511763334274292,26.835329861111113,8473.937223220184,134.02184027777778,9.0,1.9,136.0,40.000153611210926,-104.99994246893536,1600.9,158.0,210.0,,,37.82,Simulated external core-temperature sensor,9.0,8.771929824561404,False,False,False,False,False,2.0
9.5,1.9012651443481445,25.31810763888889,8472.266868218316,135.09428819444443,9.5,1.9,136.0,40.000153611210926,-104.99994246893536,1600.9,158.0,210.0,,,37.82,Simulated external core-temperature sensor,9.0,8.771929824561404,False,False,False,False,False,2.0
10.0,7.046280384063721,29.67503472222222,8841.844541688068,136.37852430555554,10.0,1.9,136.0,40.00017067912325,-104.9999367101537,1601.0,158.0,210.0,,,37.82,Simulated external core-temperature sensor,10.0,8.771929824561404,False,False,False,False,False,2.0
10.5,6.327057838439941,30.073090277777776,9322.504083571746,137.58480902777777,10.5,1.9,136.0,40.00017067912325,-104.9999367101537,1601.0,158.0,210.0,,,37.82,Simulated external core-temperature sensor,10.0,8.771929824561404,False,False,False,False,False,2.0
11.0,6.297261714935303,30.879722222222224,9660.488997381064,137.50241319444444,11.0,1.89,137.0,40.00018765720446,-104.99993114666084,1601.3,158.0,212.0,,,37.82,Simulated external core-temperature sensor,11.0,8.818342151675486,False,False,False,False,False,2.0
11.5,8.759279251098633,33.56434027777778,10104.432564350647,137.7021701388889,11.5,1.89,137.0,40.00018765720446,-104.99993114666084,1601.3,158.0,212.0,,,37.82,Simulated external core-temperature sensor,11.0,8.818342151675486,False,False,False,False,False,2.0
12.0,13.191373825073242,36.22767361111111,10932.002146256513,137.20251736111112,12.0,1.88,138.0,40.000204545454544,-104.99992579562362,1601.6,158.0,213.0,,,37.82,Simulated external core-temperature sensor,12.0,8.865248226950357,False,False,False,False,False,2.0
12.5,6.402235507965088,39.438472222222224,11934.992664332562,135.8278298611111,12.5,1.88,138.0,40.000204545454544,-104.99992579562362,1601.6,158.0,213.0,,,37.82,Simulated external core-temperature sensor,12.0,8.865248226950357,False,False,False,False,False,2.0
13.0,7.106876373291016,41.391336805555554,13095.948205536266,134.8451388888889,13.0,1.87,138.0,40.00022134387352,-104.99992067355338,1601.9,157.0,214.0,,,37.82,Simulated external core-temperature sensor,13.0,8.9126559714795,False,False,False,False,False,2.0
13.5,4.991572380065918,44.43857638888889,14599.20685785108,132.11180555555555,13.5,1.87,138.0,40.00022134387352,-104.99992067355338,1601.9,157.0,214.0,,,37.82,Simulated external core-temperature sensor,13.0,8.9126559714795,False,False,False,False,False,2.0
14.0,4.44519567489624,46.151128472222226,14829.080931893508,129.0626909722222,14.0,1.86,139.0,40.00023805246137,-104.99991579625488,1602.2,157.0,216.0,,,37.82,Simulated external core-temperature sensor,14.0,8.960573476702509,False,False,False,False,False,2.0
14.5,14.022381782531738,45.660625,15784.175960339506,127.38008680555555,14.5,1.86,139.0,40.00023805246137,-104.99991579625488,1602.2,157.0,216.0,,,37.82,Simulated external core-temperature sensor,14.0,8.960573476702509,False,False,False,False,False,2.0
15.0,9.82047176361084,45.890625,17448.57777184486,128.03963541666667,15.0,1.85,140.0,40.00025467121811,-104.99991117877762,1602.5,157.0,218.0,,,37.83,Simulated external core-temperature sensor,15.0,9.00900900900901,False,False,False,False,False,3.0
15.5,8.698468208312988,48.41494791666667,17285.96891731741,132.32527777777779,15.5,1.85,140.0,40.00025467121811,-104.99991117877762,1602.5,157.0,218.0,,,37.83,Simulated external core-temperature sensor,15.0,9.00900900900901,False,False,False,False,False,3.0
16.0,4.606733798980713,44.968038194444446,17347.479658650416,131.00609375,16.0,1.84,141.0,40.00027120014373,-104.99990683536944,1602.8,157.0,219.0,,,37.83,Simulated external core-temperature sensor,16.0,9.057971014492754,False,False,False,False,False,3.0
16.5,7.145288467407227,46.66442708333334,17823.32227688531,125.479375,16.5,1.84,141.0,40.00027120014373,-104.99990683536944,1602.8,157.0,219.0,,,37.83,Simulated external core-temperature sensor,16.0,9.057971014492754,False,False,False,False,False,3.0
17.0,7.728085517883301,48.63336805555556,18692.79281589506,123.14697916666667,17.0,1.83,142.0,40.00028763923823,-104.99990277943247,1603.1,157.0,220.0,,,37.83,Simulated external core-temperature sensor,17.0,9.107468123861567,False,False,False,False,False,3.0
17.5,8.795737266540527,50.68026041666667,18611.298007744685,122.72723958333333,17.5,1.83,142.0,40.00028763923823,-104.99990277943247,1603.1,157.0,220.0,,,37.83,Simulated external core-temperature sensor,17.0,9.107468123861567,False,False,False,False,False,3.0
18.0,9.653949737548828,52.539791666666666,19015.376203123793,121.43963541666666,18.0,1.82,142.0,40.000303988501614,-104.99989902348182,1603.4,156.0,222.0,,,37.83,Simulated external core-temperature sensor,18.0,9.157509157509159,False,False,False,False,False,3.0
18.5,7.834818363189697,53.14345486111111,18962.05140832851,120.52579861111111,18.5,1.82,142.0,40.000303988501614,-104.99989902348182,1603.4,156.0,222.0,,,37.83,Simulated external core-temperature sensor,18.0,9.157509157509159,False,False,False,False,False,3.0
19.0,11.389692306518555,53.815190972222226,17796.91961113251,120.04223958333333,19.0,1.81,143.0,40.000320247933885,-104.99989557910692,1603.7,156.0,224.0,,,37.83,Simulated external core-temperature sensor,19.0,9.208103130755065,False,False,False,False,False,3.0
19.5,9.458059310913086,50.81746527777778,17469.797951532357,119.35314236111111,19.5,1.81,143.0,40.000320247933885,-104.99989557910692,1603.7,156.0,224.0,,,37.83,Simulated external core-temperature sensor,19.0,9.208103130755065,False,False,False,False,False,3.0
20.0,8.667610168457031,50.75253472222222,17077.987680118815,124.72796875,20.0,1.8,144.0,40.00033641753503,-104.99989245693588,1604.0,156.0,225.0,,,37.83,Simulated external core-temperature sensor,20.0,9.25925925925926,False,False,False,False,False,3.0
20.5,7.390632152557373,50.630451388888886,16951.913852387155,127.95512152777778,20.5,1.8,144.0,40.00033641753503,-104.99989245693588,1604.0,156.0,225.0,,,37.83,Simulated external core-temperature sensor,20.0,9.25925925925926,False,False,False,False,False,3.0
21.0,7.479830741882324,51.02173611111111,18585.203077603866,126.8990451388889,21.0,1.79,145.0,40.000352497305066,-104.99988966660248,1604.5,156.0,227.0,,,37.84,Simulated external core-temperature sensor,21.0,9.31098696461825,False,False,False,False,False,3.0
21.5,7.296306610107422,50.267552083333335,17978.080634055506,126.94243055555556,21.5,1.79,145.0,40.000352497305066,-104.99988966660248,1604.5,156.0,227.0,,,37.84,Simulated external core-temperature sensor,21.0,9.31098696461825,False,False,False,False,False,3.0
22.0,8.309734344482422,53.22449652777778,17712.79935001899,126.26800347222222,22.0,1.78,146.0,40.00036848724398,-104.9998872167167,1605.0,156.0,229.0,,,37.84,Simulated external core-temperature sensor,22.0,9.363295880149813,False,False,False,False,False,3.0
22.5,6.009917736053467,50.653645833333336,17725.495937263695,128.6162326388889,22.5,1.78,146.0,40.00036848724398,-104.9998872167167,1605.0,156.0,229.0,,,37.84,Simulated external core-temperature sensor,22.0,9.363295880149813,False,False,False,False,False,3.0
23.0,8.743289947509766,52.48322916666667,17232.567230536264,129.84223958333334,23.0,1.77,146.0,40.00038438735178,-104.99988511483797,1605.5,155.0,231.0,,,37.84,Simulated external core-temperature sensor,23.0,9.416195856873824,False,False,False,False,False,3.0
23.5,8.50517749786377,52.2228125,16462.761783907215,131.53640625,23.5,1.77,146.0,40.00038438735178,-104.99988511483797,1605.5,155.0,231.0,,,37.84,Simulated external core-temperature sensor,23.0,9.416195856873824,False,False,False,False,False,3.0
24.0,5.585509300231934,49.02809027777778,15580.550068285831,132.54366319444443,24.0,1.76,147.0,40.00040019762846,-104.99988336745184,1606.0,155.0,233.0,,,37.84,Simulated external core-temperature sensor,24.0,9.46969696969697,False,False,False,False,False,3.0
24.5,7.61412239074707,48.201822916666664,15278.578156551106,134.47340277777778,24.5,1.76,147.0,40.00040019762846,-104.99988336745184,1606.0,155.0,233.0,,,37.84,Simulated external core-temperature sensor,24.0,9.46969696969697,False,False,False,False,False,3.0
25.0,7.388630390167236,46.28951388888889,15169.646530844606,136.61940972222223,25.0,1.75,148.0,40.00041591807402,-104.99988197995016,1606.5,155.0,235.0,,,37.84,Simulated external core-temperature sensor,25.0,9.523809523809524,False,False,False,False,False,3.0
25.5,6.620998382568359,44.48817708333333,14945.30646909692,136.15862847222223,25.5,1.75,148.0,40.00041591807402,-104.99988197995016,1606.5,155.0,235.0,,,37.84,Simulated external core-temperature sensor,25.0,9.523809523809524,False,False,False,False,False,3.0
26.0,6.42683744430542,46.61963541666667,14461.004999442697,138.68305555555557,26.0,1.74,149.0,40.00043154868847,-104.9998809566142,1607.0,155.0,237.0,,,37.84,Simulated external core-temperature sensor,26.0,9.578544061302683,False,False,False,False,False,3.0
26.5,7.530889987945557,47.06848958333333,14258.282638768325,140.40227430555555,26.5,1.74,149.0,40.00043154868847,-104.9998809566142,1607.0,155.0,237.0,,,37.84,Simulated external core-temperature sensor,26.0,9.578544061302683,False,False,False,False,False,3.0
27.0,9.2374267578125,48.06930555555556,14504.192474300733,139.75526041666666,27.0,1.73,150.0,40.00044708947179,-104.9998803006016,1607.5,155.0,239.0,,,37.85,Simulated external core-temperature sensor,27.0,9.633911368015415,False,False,False,False,False,3.0
27.5,4.600893020629883,43.379947916666666,13258.080715272956,139.25756944444444,27.5,1.73,150.0,40.00044708947179,-104.9998803006016,1607.5,155.0,239.0,,,37.85,Simulated external core-temperature sensor,27.0,9.633911368015415,False,False,False,False,False,3.0
28.0,9.372648239135742,43.671649305555555,12334.198961564127,137.8530034722222,28.0,1.72,150.0,40.000462540424,-104.9998800139366,1608.0,154.0,241.0,,,37.85,Simulated external core-temperature sensor,28.0,9.689922480620156,False,False,False,False,False,3.0
28.5,6.9618940353393555,40.21767361111111,12322.863289170704,139.12574652777778,28.5,1.72,150.0,40.000462540424,-104.9998800139366,1608.0,154.0,241.0,,,37.85,Simulated external core-temperature sensor,28.0,9.689922480620156,False,False,False,False,False,3.0
29.0,7.018425941467285,38.09987847222222,11640.419468388009,137.6289236111111,29.0,1.71,151.0,40.000477901545096,-104.9998800975037,1608.5,154.0,243.0,,,37.85,Simulated external core-temperature sensor,29.0,9.746588693957117,False,False,False,False,False,3.0
29.5,7.582457542419434,38.46911458333334,11652.470188039822,138.8897048611111,29.5,1.71,151.0,40.000477901545096,-104.9998800975037,1608.5,154.0,243.0,,,37.85,Simulated external core-temperature sensor,29.0,9.746588693957117,False,False,False,False,False,3.0
30.0,4.317343235015869,34.44644097222222,10862.29789905207,141.52170138888889,30.0,1.7,152.0,40.00049317283507,-104.99988055104508,1609.0,154.0,245.0,,,37.85,Simulated external core-temperature sensor,30.0,9.803921568627452,False,False,False,False,False,3.0
30.5,4.4984540939331055,32.475138888888885,9825.326751234266,146.20940972222223,30.5,1.7,152.0,40.00049317283507,-104.99988055104508,1609.0,154.0,245.0,,,37.85,Simulated external core-temperature sensor,30.0,9.803921568627452,False,False,False,False,False,3.0
31.0,4.9112548828125,30.958020833333332,8031.709766546104,145.26604166666667,31.0,1.69,153.0,40.00050835429393,-104.99988137316124,1609.6,154.0,247.0,,,37.85,Simulated external core-temperature sensor,31.0,9.861932938856016,False,False,False,False,False,3.0
31.5,4.363858699798584,27.899774305555557,6396.423806929675,147.0537326388889,31.5,1.69,153.0,40.00050835429393,-104.99988137316124,1609.6,154.0,247.0,,,37.85,Simulated external core-temperature sensor,31.0,9.861932938856016,False,False,False,False,False,3.0
32.0,6.691786766052246,25.709305555555556,5013.429378395062,152.70289930555555,32.0,1.68,154.0,40.000523445921665,-104.99988256131546,1610.2,154.0,249.0,,,37.85,Simulated external core-temperature sensor,32.0,9.920634920634921,False,False,False,False,False,3.0
32.5,3.1672465801239014,20.71267361111111,4681.79277395562,152.10140625,32.5,1.68,154.0,40.000523445921665,-104.99988256131546,1610.2,154.0,249.0,,,37.85,Simulated external core-temperature sensor,32.0,9.920634920634921,False,False,False,False,False,3.0
33.0,3.7304306030273438,21.045243055555556,4275.615989474525,151.4906076388889,33.0,1.67,154.0,40.00053844771829,-104.99988411184157,1610.8,153.0,251.0,,,37.86,Simulated external core-temperature sensor,33.0,9.980039920159681,False,False,False,False,False,3.0
33.5,1.5433294773101807,17.03267361111111,4390.456786867947,150.09310763888888,33.5,1.67,154.0,40.00053844771829,-104.99988411184157,1610.8,153.0,251.0,,,37.86,Simulated external core-temperature sensor,33.0,9.980039920159681,False,False,False,False,False,3.0
34.0,3.0076045989990234,18.88564236111111,4480.885602080621,147.43802083333333,34.0,1.66,155.0,40.00055335968379,-104.99988601995516,1611.4,153.0,253.0,,,37.86,Simulated external core-temperature sensor,34.0,10.040160642570282,False,False,False,False,False,3.0
34.5,1.7020668983459473,17.968958333333333,4470.061529277586,148.79065972222222,34.5,1.66,155.0,40.00055335968379,-104.99988601995516,1611.4,153.0,253.0,,,37.86,Simulated external core-temperature sensor,34.0,10.040160642570282,False,False,False,False,False,3.0
35.0,9.523813247680664,25.13652777777778,4220.141118525451,157.92,35.0,1.65,156.0,40.00056818181818,-104.99988827976854,1612.0,153.0,255.0,,,37.86,Simulated external core-temperature sensor,35.0,10.101010101010102,False,False,False,False,False,3.0
35.5,9.722879409790039,21.354947916666667,3877.010124020725,160.11494791666667,35.5,1.65,156.0,40.00056818181818,-104.99988827976854,1612.0,153.0,255.0,,,37.86,Simulated external core-temperature sensor,35.0,10.101010101010102,False,False,False,False,False,3.0
36.0,2.215989828109741,20.308958333333333,3927.0718177659023,149.56557291666667,36.0,1.64,157.0,40.00058291412145,-104.99989088430878,1612.6,153.0,257.0,,,37.86,Simulated external core-temperature sensor,36.0,10.162601626016261,False,False,False,False,False,3.0
36.5,2.400207042694092,17.845034722222223,3824.0623319396223,147.4781076388889,36.5,1.64,157.0,40.00058291412145,-104.99989088430878,1612.6,153.0,257.0,,,37.86,Simulated external core-temperature sensor,36.0,10.162601626016261,False,False,False,False,False,3.0
37.0,4.815491199493408,20.801631944444445,4125.371091029791,148.8398090277778,37.0,1.63,158.0,40.0005975565936,-104.99989382553925,1613.2,153.0,259.0,,,37.86,Simulated external core-temperature sensor,37.0,10.224948875255626,False,False,False,False,False,3.0
37.5,1.5816195011138916,18.14654513888889,4266.97879567871,153.12340277777778,37.5,1.63,158.0,40.0005975565936,-104.99989382553925,1613.2,153.0,259.0,,,37.86,Simulated external core-temperature sensor,37.0,10.224948875255626,False,False,False,False,False,3.0
38.0,3.0867433547973633,20.309270833333333,4488.830290144857,155.858125,38.0,1.62,158.0,40.00061210923464,-104.99989709438437,1613.8,152.0,261.0,,,37.86,Simulated external core-temperature sensor,38.0,10.2880658436214,False,False,False,False,False,3.0
38.5,1.671735405921936,17.383229166666666,4769.313279554579,157.14559027777779,38.5,1.62,158.0,40.00061210923464,-104.99989709438437,1613.8,152.0,261.0,,,37.86,Simulated external core-temperature sensor,38.0,10.2880658436214,False,False,False,False,False,3.0
39.0,2.0969629287719727,18.6484375,5037.04489076847,156.41097222222223,39.0,1.61,159.0,40.00062657204456,-104.99990068075776,1614.4,152.0,263.0,,,37.87,Simulated external core-temperature sensor,39.0,10.351966873706004,False,False,False,False,False,3.0
39.5,1.4548193216323853,17.721302083333335,5093.094932628038,156.24178819444444,39.5,1.61,159.0,40.00062657204456,-104.99990068075776,1614.4,152.0,263.0,,,37.87,Simulated external core-temperature sensor,39.0,10.351966873706004,False,False,False,False,False,3.0
40.0,2.3570163249969482,19.560989583333335,4921.33606747203,157.46545138888888,40.0,1.6,160.0,40.00064094502336,-104.99990457359316,1615.0,152.0,265.0,,,37.87,Simulated external core-temperature sensor,40.0,10.416666666666666,False,False,False,False,False,4.0
40.5,1.0881822109222412,17.616892361111113,5064.808853287761,157.53526041666666,40.5,1.6,160.0,40.00064094502336,-104.99990457359316,1615.0,152.0,265.0,,,37.87,Simulated external core-temperature sensor,40.0,10.416666666666666,False,False,False,False,False,4.0
41.0,3.6593356132507324,20.085121527777776,4970.957121739969,157.4662847222222,41.0,1.594,161.0,40.00065526185771,-104.99990876087875,1615.6,152.0,266.0,,,37.87,Simulated external core-temperature sensor,41.0,10.455876202425763,False,False,False,False,False,4.0
41.5,5.394179344177246,24.129427083333333,5351.651157761562,152.61078125,41.5,1.594,161.0,40.00065526185771,-104.99990876087875,1615.6,152.0,266.0,,,37.87,Simulated external core-temperature sensor,41.0,10.455876202425763,False,False,False,False,False,4.0
42.0,4.224214553833008,22.563645833333332,5720.66217071277,149.64522569444443,42.0,1.588,162.0,40.00066952254761,-104.9999132296942,1616.2,152.0,268.0,,,37.87,Simulated external core-temperature sensor,42.0,10.495382031905962,False,False,False,False,False,4.0
42.5,3.035895824432373,23.38340277777778,5923.372507464072,152.65289930555556,42.5,1.588,162.0,40.00066952254761,-104.9999132296942,1616.2,152.0,268.0,,,37.87,Simulated external core-temperature sensor,42.0,10.495382031905962,False,False,False,False,False,4.0
43.0,3.6832900047302246,23.318368055555556,6016.806641589506,156.45612847222222,43.0,1.581,163.0,40.00068372709306,-104.99991796625032,1616.9,151.0,269.0,,,37.87,Simulated external core-temperature sensor,43.0,10.541851149061776,False,False,False,False,False,4.0
43.5,5.152872085571289,25.541597222222222,5960.916584778887,161.09720486111112,43.5,1.581,163.0,40.00068372709306,-104.99991796625032,1616.9,151.0,269.0,,,37.87,Simulated external core-temperature sensor,43.0,10.541851149061776,False,False,False,False,False,4.0
44.0,1.1447840929031372,19.030572916666667,6183.828519038146,159.95375,44.0,1.575,164.0,40.00069787549407,-104.99992295593192,1617.5,151.0,270.0,,,37.87,Simulated external core-temperature sensor,44.0,10.582010582010582,False,False,False,False,False,4.0
44.5,5.072824001312256,26.136180555555555,6146.607286728395,158.76305555555555,44.5,1.575,164.0,40.00069787549407,-104.99992295593192,1617.5,151.0,270.0,,,37.87,Simulated external core-temperature sensor,44.0,10.582010582010582,False,False,False,False,False,4.0
45.0,4.12641716003418,23.22171875,5852.913329166667,157.79171875,45.0,1.569,165.0,40.000711967750625,-104.9999281833427,1618.1,151.0,271.0,,,37.88,Simulated external core-temperature sensor,45.0,10.622477161674103,False,False,False,False,False,4.0
45.5,5.05141544342041,25.41517361111111,5444.713012109375,159.0406423611111,45.5,1.569,165.0,40.000711967750625,-104.9999281833427,1618.1,151.0,271.0,,,37.88,Simulated external core-temperature sensor,45.0,10.622477161674103,False,False,False,False,False,4.0
46.0,1.4142457246780396,19.469010416666666,5188.851300689622,156.10666666666665,46.0,1.562,166.0,40.00072600386274,-104.99993363235284,1618.8,150.0,272.0,,,37.88,Simulated external core-temperature sensor,46.0,10.670081092616304,False,False,False,False,False,4.0
46.5,1.6949074268341064,19.961267361111112,4972.044115870648,153.44831597222222,46.5,1.562,166.0,40.00072600386274,-104.99993363235284,1618.8,150.0,272.0,,,37.88,Simulated external core-temperature sensor,46.0,10.670081092616304,False,False,False,False,False,4.0
47.0,2.0298633575439453,18.45795138888889,4981.877292871093,154.67335069444445,47.0,1.556,167.0,40.0007399838304,-104.9999392861487,1619.4,150.0,274.0,,,37.88,Simulated external core-temperature sensor,47.0,10.711225364181663,False,False,False,False,False,4.0
47.5,2.2905526161193848,18.734114583333334,5017.404131112257,156.46020833333333,47.5,1.556,167.0,40.0007399838304,-104.9999392861487,1619.4,150.0,274.0,,,37.88,Simulated external core-temperature sensor,47.0,10.711225364181663,False,False,False,False,False,4.0
48.0,2.728428840637207,19.844375,5172.548351832562,156.38336805555556,48.0,1.55,168.0,40.00075390765361,-104.9999451272848,1620.0,150.0,275.0,,,37.88,Simulated external core-temperature sensor,48.0,10.752688172043012,False,False,False,False,False,4.0
48.5,5.801051616668701,22.848350694444445,5419.363923017639,154.90425347222222,48.5,1.55,168.0,40.00075390765361,-104.9999451272848,1620.0,150.0,275.0,,,37.88,Simulated external core-temperature sensor,48.0,10.752688172043012,False,False,False,False,False,4.0
49.0,6.3330888748168945,24.13765625,5834.60230067003,153.3101388888889,49.0,1.564,167.0,40.0007679539738,-104.99995113773758,1620.3,150.0,271.0,,,37.88,Simulated external core-temperature sensor,49.0,10.656436487638533,False,False,False,False,False,4.0
49.5,5.033595085144043,23.967083333333335,6123.340554917775,153.4244097222222,49.5,1.564,167.0,40.0007679539738,-104.99995113773758,1620.3,150.0,271.0,,,37.88,Simulated external core-temperature sensor,49.0,10.656436487638533,False,False,False,False,False,4.0
50.0,3.4240708351135254,24.26965277777778,6380.07739022684,154.07243055555554,50.0,1.577,166.0,40.00078212279097,-104.99995729896104,1620.5,151.0,268.0,,,37.88,Simulated external core-temperature sensor,50.0,10.56859015007398,False,False,False,False,False,4.0
50.5,2.918220043182373,23.270225694444445,6635.7095144311215,154.85005208333334,50.5,1.577,166.0,40.00078212279097,-104.99995729896104,1620.5,151.0,268.0,,,37.88,Simulated external core-temperature sensor,50.0,10.56859015007398,False,False,False,False,False,4.0
51.0,4.855462074279785,26.129791666666666,6655.126347992622,157.08029513888889,51.0,1.591,165.0,40.00079641410512,-104.99996359194392,1620.8,151.0,264.0,,,37.89,Simulated external core-temperature sensor,51.0,10.47559187094071,False,False,False,False,False,4.0
51.5,3.3919882774353027,23.31482638888889,6629.182137943673,154.3721701388889,51.5,1.591,165.0,40.00079641410512,-104.99996359194392,1620.8,151.0,264.0,,,37.89,Simulated external core-temperature sensor,51.0,10.47559187094071,False,False,False,False,False,4.0
52.0,4.739471435546875,25.069461805555555,6686.999574532215,153.65354166666665,52.0,1.605,164.0,40.00081082791625,-104.99996999726844,1621.1,151.0,260.0,,,37.89,Simulated external core-temperature sensor,52.0,10.384215991692628,False,False,False,False,False,4.0
52.5,7.081267356872559,27.981597222222224,6574.527229123265,156.59777777777776,52.5,1.605,164.0,40.00081082791625,-104.99996999726844,1621.1,151.0,260.0,,,37.89,Simulated external core-temperature sensor,52.0,10.384215991692628,False,False,False,False,False,4.0
53.0,3.362806797027588,23.374895833333333,6731.518810527586,154.06770833333334,53.0,1.618,163.0,40.00082536422435,-104.9999764951702,1621.4,152.0,257.0,,,37.89,Simulated external core-temperature sensor,53.0,10.300782859497321,False,False,False,False,False,4.0
53.5,5.189671993255615,26.31987847222222,6714.757899172635,149.97807291666666,53.5,1.618,163.0,40.00082536422435,-104.9999764951702,1621.4,152.0,257.0,,,37.89,Simulated external core-temperature sensor,53.0,10.300782859497321,False,False,False,False,False,4.0
54.0,1.395214319229126,21.8565625,6763.280430482916,150.79567708333335,54.0,1.632,163.0,40.00084002302943,-104.99998306559904,1621.6,152.0,253.0,,,37.89,Simulated external core-temperature sensor,54.0,10.212418300653596,False,False,False,False,False,4.0
54.5,6.166205406188965,25.70421875,7066.479022827149,150.5848263888889,54.5,1.632,163.0,40.00084002302943,-104.99998306559904,1621.6,152.0,253.0,,,37.89,Simulated external core-temperature sensor,54.0,10.212418300653596,False,False,False,False,False,4.0
